id,cuisine
43822,italian
525,italian
30594,italian
47948,italian
2099,italian
43863,italian
24711,italian
15230,italian
21680,italian
36218,italian
41622,italian
34809,italian
5110,italian
27214,italian
34803,italian
36822,italian
6912,italian
20373,italian
29157,italian
6327,italian
35502,italian
8305,italian
35598,italian
48538,italian
49358,italian
44506,italian
39146,italian
29270,italian
20560,italian
24169,italian
41537,italian
10431,italian
31517,italian
34049,italian
26964,italian
49655,italian
9101,italian
30377,italian
7046,italian
47969,italian
18971,italian
38891,italian
29506,italian
40305,italian
21255,italian
15578,italian
24894,italian
32089,italian
46097,italian
40982,italian
12543,italian
38366,italian
32925,italian
17506,italian
48389,italian
41804,italian
9961,italian
24939,italian
39599,italian
45838,italian
48875,italian
25531,italian
3009,italian
31965,italian
16901,italian
13370,italian
2954,italian
40353,italian
8207,italian
10933,italian
38206,italian
14110,italian
19128,italian
32616,italian
27748,italian
31858,italian
20510,italian
17602,italian
35665,italian
46589,italian
8178,italian
34880,italian
42527,italian
29682,italian
32166,italian
30343,italian
15385,italian
18372,italian
29211,italian
23269,italian
4561,italian
27365,italian
49032,italian
22064,italian
12060,italian
47834,italian
25815,italian
34036,italian
19326,italian
44078,italian
31090,italian
17485,italian
708,italian
5350,italian
29754,italian
18309,italian
46871,italian
27300,italian
41890,italian
49548,italian
11392,italian
1354,italian
48819,italian
19097,italian
42113,italian
24060,italian
25849,italian
4543,italian
25306,italian
41966,italian
48719,italian
48191,italian
8826,italian
42703,italian
16083,italian
26613,italian
28088,italian
39965,italian
36239,italian
4322,italian
9951,italian
3045,italian
28585,italian
39841,italian
25913,italian
39715,italian
23135,italian
47022,italian
24160,italian
18619,italian
12574,italian
22681,italian
33692,italian
538,italian
22118,italian
21890,italian
36340,italian
27973,italian
12870,italian
22564,italian
35063,italian
7000,italian
11318,italian
47001,italian
11395,italian
23507,italian
47242,italian
48957,italian
17721,italian
25138,italian
47438,italian
47162,italian
42459,italian
6486,italian
24116,italian
31596,italian
38887,italian
10665,italian
13712,italian
2633,italian
35784,italian
45204,italian
46722,italian
34949,italian
35321,italian
46430,italian
34431,italian
30890,italian
42132,italian
15702,italian
47719,italian
45160,italian
20600,italian
10800,italian
30479,italian
9457,italian
26571,italian
42942,italian
36635,italian
43617,italian
16911,italian
122,italian
22340,italian
37007,italian
23595,italian
25233,italian
5503,italian
47338,italian
44695,italian
7141,italian
14564,italian
19655,italian
35326,italian
35922,italian
28171,italian
1322,italian
14923,italian
42344,italian
16380,italian
15233,italian
8338,italian
41014,italian
30440,italian
23043,italian
20788,italian
14375,italian
1184,italian
34280,italian
46171,italian
31834,italian
14759,italian
15855,italian
6662,italian
15056,italian
34873,italian
20089,italian
20015,italian
18402,italian
6418,italian
1454,italian
14070,italian
26424,italian
27349,italian
26459,italian
13151,italian
12264,italian
18366,italian
46851,italian
18954,italian
39858,italian
43500,italian
21656,italian
10505,italian
5313,italian
28951,italian
19961,italian
1795,italian
9917,italian
26180,italian
9726,italian
47689,italian
7866,italian
41625,italian
35160,italian
4430,italian
39082,italian
46186,italian
11988,italian
24177,italian
31849,italian
41194,italian
36968,italian
42330,italian
36791,italian
19704,italian
4933,italian
4255,italian
37105,italian
35848,italian
17416,italian
39066,italian
36270,italian
24406,italian
20517,italian
27630,italian
19670,italian
4685,italian
45260,italian
378,italian
40841,italian
27632,italian
12193,italian
38047,italian
10170,italian
25043,italian
23851,italian
14743,italian
13294,italian
26466,italian
32002,italian
37526,italian
8888,italian
38945,italian
38546,italian
38869,italian
10556,italian
3296,italian
25977,italian
32025,italian
44087,italian
32762,italian
824,italian
44636,italian
542,italian
38218,italian
41930,italian
1987,italian
37378,italian
8873,italian
1513,italian
44013,italian
38042,italian
11576,italian
24510,italian
823,italian
23443,italian
34870,italian
3846,italian
14993,italian
16854,italian
5886,italian
33793,italian
2999,italian
20843,italian
29153,italian
33790,italian
16516,italian
37887,italian
18466,italian
48033,italian
45404,italian
4175,italian
31986,italian
38555,italian
26832,italian
19810,italian
49086,italian
39579,italian
25551,italian
42549,italian
22052,italian
45632,italian
4143,italian
11310,italian
32839,italian
48171,italian
22896,italian
10878,italian
31643,italian
47624,italian
35141,italian
13498,italian
24566,italian
16533,italian
15437,italian
19426,italian
32416,italian
2427,italian
9178,italian
40606,italian
28450,italian
7946,italian
21756,italian
17843,italian
44066,italian
7427,italian
11297,italian
42965,italian
23067,italian
35066,italian
27938,italian
39075,italian
20200,italian
19823,italian
12336,italian
34714,italian
45388,italian
25639,italian
33985,italian
25524,italian
19641,italian
11106,italian
22165,italian
35412,italian
23475,italian
1570,italian
12815,italian
37253,italian
16900,italian
7701,italian
49391,italian
1132,italian
13051,italian
2284,italian
21410,italian
25604,italian
45746,italian
35911,italian
26608,italian
16991,italian
40657,italian
47960,italian
38408,italian
1295,italian
40139,italian
38538,italian
26420,italian
10326,italian
5181,italian
18210,italian
3241,italian
27062,italian
41527,italian
45484,italian
38755,italian
47246,italian
164,italian
723,italian
299,italian
1519,italian
34077,italian
45254,italian
34760,italian
11154,italian
26274,italian
15081,italian
45100,italian
1417,italian
32083,italian
29971,italian
17679,italian
36539,italian
34975,italian
4633,italian
10321,italian
35565,italian
26919,italian
9549,italian
31863,italian
22053,italian
19443,italian
18540,italian
23354,italian
13859,italian
23904,italian
6675,italian
18595,italian
12967,italian
17283,italian
23211,italian
14358,italian
31398,italian
42650,italian
25258,italian
18457,italian
11810,italian
9499,italian
11943,italian
6810,italian
34323,italian
23296,italian
45927,italian
45196,italian
19917,italian
20210,italian
41629,italian
39907,italian
4956,italian
37058,italian
20859,italian
3315,italian
4401,italian
21361,italian
44164,italian
26391,italian
47771,italian
44140,italian
43739,italian
12481,italian
12292,italian
15965,italian
23409,italian
39005,italian
2774,italian
14529,italian
16926,italian
26890,italian
9663,italian
43052,italian
24193,italian
5476,italian
10048,italian
1981,italian
12194,italian
22202,italian
7626,italian
37365,italian
44144,italian
37723,italian
47194,italian
30827,italian
33108,italian
2075,italian
6326,italian
11083,italian
30311,italian
45371,italian
18232,italian
9768,italian
6648,italian
35650,italian
23013,italian
6669,italian
42670,italian
18155,italian
44622,italian
28426,italian
23743,italian
14176,italian
9576,italian
36577,italian
16671,italian
22964,italian
16424,italian
47225,italian
17565,italian
36401,italian
30314,italian
32982,italian
21866,italian
1475,italian
13053,italian
33983,italian
24051,italian
22800,italian
16561,italian
2740,italian
219,italian
48737,italian
2164,italian
13579,italian
71,italian
12420,italian
35209,italian
11472,italian
43172,italian
24927,italian
37102,italian
10743,italian
27874,italian
9565,italian
21419,italian
767,italian
28308,italian
37605,italian
9558,italian
31527,italian
2419,italian
7541,italian
11400,italian
23487,italian
8087,italian
21906,italian
48830,italian
37328,italian
45490,italian
9710,italian
16153,italian
39537,italian
13923,italian
8120,italian
12923,italian
1556,italian
6871,italian
34201,italian
36146,italian
33170,italian
20082,italian
26517,italian
15214,italian
34092,italian
40902,italian
44452,italian
2083,italian
44897,italian
17850,italian
26693,italian
19618,italian
35589,italian
46084,italian
17256,italian
47570,italian
32796,italian
27047,italian
39487,italian
130,italian
17627,italian
29072,italian
1108,italian
22666,italian
41630,italian
27289,italian
42299,italian
36078,italian
7098,italian
46999,italian
28791,italian
39576,italian
2447,italian
22449,italian
23828,italian
5660,italian
47460,italian
17912,italian
12288,italian
44037,italian
20875,italian
6500,italian
13813,italian
4907,italian
38186,italian
9816,italian
8170,italian
21681,italian
42384,italian
35366,italian
34244,italian
35421,italian
33457,italian
28026,italian
38122,italian
21362,italian
42253,italian
21994,italian
34457,italian
40229,italian
10181,italian
38257,italian
40992,italian
15617,italian
34754,italian
45459,italian
31295,italian
44977,italian
18322,italian
23257,italian
10084,italian
16445,italian
10594,italian
26828,italian
47643,italian
49680,italian
27446,italian
8731,italian
37341,italian
42241,italian
13669,italian
21403,italian
688,italian
23894,italian
35753,italian
44692,italian
235,italian
20982,italian
10166,italian
2187,italian
5022,italian
49037,italian
44478,italian
8912,italian
8919,italian
23856,italian
14647,italian
48870,italian
14377,italian
18548,italian
39591,italian
46746,italian
31926,italian
10159,italian
11342,italian
32421,italian
19969,italian
3029,italian
39565,italian
7426,italian
20624,italian
4385,italian
18761,italian
46710,italian
46241,italian
14208,italian
29323,italian
40663,italian
32391,italian
9506,italian
35402,italian
48796,italian
4657,italian
2404,italian
36923,italian
41762,italian
19344,italian
19876,italian
39452,italian
19209,italian
35461,italian
5784,italian
40345,italian
24765,italian
25563,italian
40680,italian
36932,italian
28106,italian
12717,italian
40100,italian
6960,italian
20724,italian
24433,italian
32118,italian
22353,italian
23040,italian
46246,italian
36642,italian
21579,italian
24073,italian
16775,italian
24732,italian
24221,italian
33300,italian
34971,italian
19777,italian
24337,italian
24709,italian
28557,italian
8963,italian
31515,italian
22575,italian
11011,italian
42030,italian
48012,italian
13623,italian
49552,italian
5702,italian
3847,italian
34221,italian
4312,italian
35834,italian
11849,italian
38290,italian
3064,italian
30099,italian
37354,italian
27877,italian
45642,italian
10629,italian
17557,italian
3725,italian
49507,italian
5560,italian
42239,italian
29559,italian
46028,italian
26523,italian
28313,italian
32502,italian
43610,italian
35563,italian
22160,italian
11258,italian
36220,italian
15974,italian
30449,italian
29676,italian
29951,italian
2268,italian
36813,italian
28096,italian
40471,italian
6545,italian
33598,italian
22338,italian
41918,italian
2133,italian
42259,italian
11056,italian
7034,italian
17040,italian
35238,italian
46155,italian
23356,italian
3909,italian
22107,italian
1656,italian
9302,italian
19473,italian
13566,italian
23424,italian
4139,italian
15970,italian
47732,italian
37251,italian
44870,italian
9773,italian
2131,italian
6381,italian
9613,italian
47364,italian
34376,italian
26408,italian
4763,italian
18982,italian
2766,italian
19247,italian
13462,italian
19678,italian
22814,italian
18582,italian
3124,italian
19347,italian
8812,italian
22037,italian
15423,italian
35960,italian
49336,italian
1255,italian
17646,italian
20631,italian
19492,italian
22895,italian
18607,italian
34569,italian
48356,italian
12252,italian
21071,italian
22458,italian
19585,italian
15597,italian
15038,italian
20028,italian
29764,italian
17206,italian
40901,italian
37954,italian
16933,italian
42657,italian
21846,italian
33834,italian
25873,italian
5938,italian
34762,italian
39835,italian
5805,italian
13914,italian
45924,italian
41460,italian
37287,italian
25059,italian
34872,italian
7524,italian
10427,italian
8014,italian
14740,italian
24329,italian
38514,italian
12665,italian
24655,italian
7078,italian
15995,italian
15861,italian
30662,italian
17836,italian
2078,italian
3600,italian
46302,italian
28375,italian
34839,italian
18345,italian
23205,italian
34763,italian
26692,italian
10317,italian
11767,italian
36881,italian
33468,italian
20669,italian
18159,italian
22891,italian
39588,italian
35941,italian
15981,italian
26013,italian
5076,italian
1573,italian
39380,italian
13845,italian
35146,italian
32924,italian
9567,italian
35203,italian
39666,italian
17786,italian
21936,italian
8668,italian
41339,italian
32268,italian
29706,italian
42032,italian
8105,italian
11218,italian
7159,italian
47817,italian
1572,italian
38720,italian
14780,italian
31839,italian
6501,italian
39533,italian
22820,italian
9619,italian
14025,italian
19697,italian
5370,italian
32639,italian
15249,italian
47776,italian
48134,italian
24141,italian
4117,italian
20578,italian
47585,italian
20326,italian
43932,italian
29704,italian
12447,italian
38117,italian
2684,italian
25371,italian
25518,italian
27083,italian
16073,italian
45667,italian
44188,italian
44888,italian
41594,italian
1061,italian
6536,italian
31586,italian
9792,italian
40395,italian
24861,italian
32253,italian
31082,italian
19298,italian
6600,italian
46939,italian
6092,italian
36600,italian
45979,italian
46910,italian
14174,italian
10609,italian
28647,italian
19066,italian
16803,italian
49114,italian
14664,italian
39670,italian
4583,italian
31121,italian
12589,italian
22551,italian
11817,italian
22003,italian
42091,italian
45966,italian
6811,italian
2711,italian
44757,italian
5349,italian
30294,italian
48944,italian
44048,italian
411,italian
44998,italian
18078,italian
48533,italian
16485,italian
32939,italian
11808,italian
23059,italian
16466,italian
7315,italian
13178,italian
2751,italian
41395,italian
20534,italian
12111,italian
38708,italian
37481,italian
28048,italian
13123,italian
2174,italian
17190,italian
25756,italian
38180,italian
26892,italian
23757,italian
8553,italian
36272,italian
35224,italian
5203,italian
23565,italian
31420,italian
43491,italian
38773,italian
15223,italian
17763,italian
24528,italian
21704,italian
45329,italian
48876,italian
3741,italian
47710,italian
9182,italian
13782,italian
3369,italian
11985,italian
39817,italian
26869,italian
37461,italian
24217,italian
2474,italian
45929,italian
12768,italian
924,italian
13258,italian
7955,italian
37056,italian
17934,italian
5843,italian
46881,italian
4049,italian
24173,italian
4683,italian
32612,italian
11314,italian
13550,italian
2483,italian
9573,italian
34113,italian
37865,italian
36951,italian
4703,italian
10734,italian
40444,italian
44334,italian
35991,italian
34020,italian
3743,italian
18305,italian
7877,italian
10606,italian
30584,italian
9266,italian
35196,italian
41070,italian
25930,italian
48564,italian
14213,italian
6618,italian
18479,italian
10279,italian
30750,italian
45701,italian
22947,italian
6467,italian
16365,italian
7184,italian
23270,italian
41805,italian
7537,italian
18616,italian
42857,italian
37906,italian
16846,italian
573,italian
26657,italian
12408,italian
38232,italian
33447,italian
40227,italian
35760,italian
1385,italian
47866,italian
30871,italian
22604,italian
39397,italian
38782,italian
45343,italian
26112,italian
10209,italian
31702,italian
37943,italian
23471,italian
3529,italian
46794,italian
16626,italian
32361,italian
20932,italian
11183,italian
33661,italian
12681,italian
2450,italian
23979,italian
18465,italian
28234,italian
47449,italian
33869,italian
4924,italian
18862,italian
30556,italian
35762,italian
7396,italian
21232,italian
18299,italian
35468,italian
42838,italian
33972,italian
46021,italian
1627,italian
28873,italian
38927,italian
25262,italian
19152,italian
11061,italian
27000,italian
37396,italian
47358,italian
47825,italian
24681,italian
37706,italian
44056,italian
38298,italian
30788,italian
36144,italian
21792,italian
31745,italian
15104,italian
30589,italian
14235,italian
2608,italian
34828,italian
3282,italian
4336,italian
25666,italian
17831,italian
17008,italian
35845,italian
19494,italian
30797,italian
33763,italian
19950,italian
23089,italian
32074,italian
49640,italian
8403,italian
15879,italian
7949,italian
31483,italian
32928,italian
27647,italian
34616,italian
21113,italian
41599,italian
23924,italian
36335,italian
36194,italian
10980,italian
45999,italian
3943,italian
188,italian
5799,italian
20964,italian
2716,italian
5464,italian
17640,italian
39437,italian
14835,italian
3094,italian
14826,italian
30173,italian
37811,italian
22363,italian
6369,italian
26850,italian
48887,italian
44405,italian
21477,italian
32697,italian
38843,italian
20076,italian
26429,italian
35648,italian
41794,italian
22100,italian
30216,italian
17656,italian
17317,italian
4928,italian
43965,italian
6404,italian
12274,italian
6651,italian
40406,italian
40933,italian
23419,italian
37867,italian
28834,italian
23912,italian
4791,italian
36354,italian
32298,italian
44577,italian
48859,italian
32485,italian
8394,italian
7708,italian
38385,italian
22622,italian
29716,italian
44462,italian
9422,italian
22499,italian
36,italian
434,italian
5479,italian
42420,italian
47346,italian
44568,italian
38650,italian
19191,italian
22848,italian
17886,italian
6036,italian
38608,italian
12890,italian
15709,italian
13125,italian
48454,italian
36627,italian
47884,italian
28,italian
45365,italian
40795,italian
17651,italian
1530,italian
17604,italian
4700,italian
24972,italian
23525,italian
7092,italian
43757,italian
4808,italian
7249,italian
27589,italian
47523,italian
44244,italian
10383,italian
37285,italian
21332,italian
7311,italian
28052,italian
31653,italian
1740,italian
5484,italian
41406,italian
41907,italian
46515,italian
38392,italian
15925,italian
5094,italian
31816,italian
35713,italian
31296,italian
41640,italian
22419,italian
47874,italian
6570,italian
6936,italian
34063,italian
34141,italian
44572,italian
28425,italian
38481,italian
18955,italian
46466,italian
5692,italian
39836,italian
33718,italian
36250,italian
286,italian
29766,italian
20541,italian
31173,italian
46440,italian
23905,italian
37232,italian
8517,italian
21249,italian
32700,italian
22845,italian
45461,italian
1307,italian
30010,italian
21646,italian
28148,italian
26450,italian
16602,italian
9928,italian
27063,italian
22273,italian
12744,italian
28272,italian
30350,italian
23362,italian
13645,italian
16942,italian
34970,italian
27829,italian
38058,italian
13256,italian
31859,italian
43027,italian
22235,italian
2933,italian
45981,italian
11460,italian
33770,italian
24399,italian
8006,italian
48885,italian
42585,italian
40160,italian
45541,italian
22410,italian
26226,italian
4591,italian
5457,italian
39085,italian
24040,italian
6576,italian
34310,italian
27350,italian
9968,italian
2464,italian
27952,italian
43388,italian
33143,italian
28083,italian
15927,italian
10255,italian
8011,italian
5195,italian
36015,italian
40910,italian
11309,italian
47556,italian
27958,italian
27198,italian
643,italian
40853,italian
15815,italian
2063,italian
19827,italian
33443,italian
44632,italian
26773,italian
3203,italian
32873,italian
24806,italian
45942,italian
1324,italian
32526,italian
48093,italian
48942,italian
8845,italian
11546,italian
44358,italian
3209,italian
10553,italian
44430,italian
44712,italian
16351,italian
44644,italian
31670,italian
49147,italian
19750,italian
48121,italian
22722,italian
9910,italian
14236,italian
48341,italian
23190,italian
20362,italian
44794,italian
39419,italian
13526,italian
42270,italian
37208,italian
33824,italian
29953,italian
16387,italian
37672,italian
1868,italian
24984,italian
47128,italian
44303,italian
20318,italian
7513,italian
13261,italian
19259,italian
31103,italian
24037,italian
29984,italian
28159,italian
5318,italian
23962,italian
2084,italian
41793,italian
18960,italian
17025,italian
15510,italian
36832,italian
20643,italian
4154,italian
10510,italian
45117,italian
43403,italian
42471,italian
6942,italian
33309,italian
6689,italian
48687,italian
9880,italian
25590,italian
21842,italian
27151,italian
565,italian
21740,italian
42399,italian
35928,italian
47060,italian
43147,italian
16625,italian
16769,italian
12515,italian
14731,italian
11658,italian
49467,italian
19749,italian
39723,italian
5722,italian
31967,italian
39857,italian
16534,italian
27334,italian
32215,italian
34903,italian
24990,italian
31307,italian
38874,italian
24130,italian
27816,italian
939,italian
38293,italian
7889,italian
22114,italian
24614,italian
48827,italian
3387,italian
41676,italian
3152,italian
38805,italian
27078,italian
34940,italian
16855,italian
41891,italian
36715,italian
49455,italian
26522,italian
28420,italian
329,italian
18986,italian
31705,italian
7402,italian
10212,italian
10640,italian
38014,italian
5172,italian
26986,italian
5088,italian
24522,italian
1900,italian
4801,italian
27932,italian
30941,italian
42354,italian
48854,italian
39058,italian
34294,italian
46593,italian
22582,italian
36937,italian
34596,italian
42570,italian
10147,italian
44796,italian
46819,italian
30905,italian
34980,italian
49265,italian
37563,italian
25673,italian
14267,italian
32410,italian
26392,italian
27384,italian
43045,italian
22576,italian
11597,italian
22656,italian
47811,italian
7925,italian
14860,italian
27525,italian
7798,italian
10848,italian
19062,italian
32224,italian
11529,italian
12155,italian
30628,italian
21909,italian
14291,italian
3323,italian
6502,italian
25833,italian
31108,italian
47484,italian
27396,italian
48147,italian
10489,italian
12014,italian
4904,italian
36607,italian
12756,italian
32462,italian
42204,italian
246,italian
47061,italian
15908,italian
29572,italian
13458,italian
14022,italian
40437,italian
48136,italian
17687,italian
48504,italian
22857,italian
11465,italian
42107,italian
12514,italian
46339,italian
8383,italian
27362,italian
38646,italian
44084,italian
12946,italian
11670,italian
34916,italian
2944,italian
33063,italian
26982,italian
2231,italian
5118,italian
28258,italian
44113,italian
47328,italian
33937,italian
40399,italian
23562,italian
12787,italian
13992,italian
38992,italian
45269,italian
15211,italian
34602,italian
41779,italian
4179,italian
37925,italian
46161,italian
5512,italian
27845,italian
12024,italian
41072,italian
17911,italian
4237,italian
40442,italian
15522,italian
6804,italian
43807,italian
21647,italian
22758,italian
32551,italian
20470,italian
20842,italian
43018,italian
45493,italian
42442,italian
14655,italian
32247,italian
32302,italian
42075,italian
19949,italian
23352,italian
48549,italian
15053,italian
23490,italian
12080,italian
41992,italian
10618,italian
2870,italian
49226,italian
10052,italian
39400,italian
8410,italian
15752,italian
18854,italian
28448,italian
27260,italian
1083,italian
21430,italian
46343,italian
12493,italian
14251,italian
37764,italian
3912,italian
28477,italian
25100,italian
44515,italian
36019,italian
44471,italian
27855,italian
47538,italian
16954,italian
5730,italian
29892,italian
25581,italian
43708,italian
49152,italian
40984,italian
13050,italian
15031,italian
42841,italian
16325,italian
1866,italian
29547,italian
24281,italian
49183,italian
41136,italian
15790,italian
23832,italian
4231,italian
5306,italian
40103,italian
45908,italian
34333,italian
19999,italian
9304,italian
11613,italian
30183,italian
14480,italian
26493,italian
46415,italian
23012,italian
2981,italian
31371,italian
8119,italian
48376,italian
42957,italian
18688,italian
38876,italian
11197,italian
48216,italian
24611,italian
16761,italian
47345,italian
16477,italian
31855,italian
403,italian
48608,italian
1985,italian
36249,italian
27201,italian
22141,italian
34166,italian
4721,italian
44230,italian
21409,italian
29986,italian
15401,italian
32341,italian
46266,italian
6633,italian
42713,italian
9117,italian
16266,italian
36470,italian
16164,italian
34712,italian
29117,italian
34991,italian
24906,italian
36954,italian
29979,italian
16710,italian
48056,italian
24035,italian
32656,italian
45875,italian
1735,italian
35986,italian
45005,italian
46636,italian
31507,italian
31348,italian
28362,italian
33305,italian
36747,italian
39897,italian
27450,italian
49579,italian
24426,italian
11507,italian
6093,italian
49338,italian
11560,italian
49597,italian
17865,italian
5995,italian
9707,italian
6888,italian
46148,italian
19940,italian
34637,italian
14214,italian
15805,italian
34328,italian
27174,italian
24919,italian
33206,italian
10745,italian
41550,italian
5008,italian
10685,italian
15287,italian
25701,italian
31525,italian
27096,italian
36113,italian
48480,italian
1944,italian
26314,italian
10478,italian
15149,italian
5024,italian
1676,italian
2869,italian
20079,italian
8053,italian
6212,italian
13557,italian
9735,italian
39956,italian
21569,italian
3269,italian
4461,italian
41598,italian
44612,italian
20150,italian
7278,italian
35809,italian
21612,italian
20357,italian
23355,italian
27727,italian
34021,italian
9970,italian
36438,italian
12079,italian
22380,italian
28065,italian
49690,italian
48671,italian
18509,italian
8903,italian
23374,italian
22475,italian
